PMID,Title,Authors,First Author,Journal/Book,Publication Year,Create Date
24846844,[Short-term prognosis of heart diseases managed at the pediatric intensive care unit of the Brazzaville University Hospital],"Ellenga Mbolla B, Oko A, Okoko AR, Moyen E, Ekouya Bowassa G, Gombet TR, Mabiala Babela JR, Moyen GM, Kimbally Kaky SG.",Ellenga Mbolla B,Med Sante Trop,2014,22-05-2014
2245673,Diagnostic value of maximal exercise tidal volume,"Gowda K, Zintel T, McParland C, Orchard R, Gallagher CG.",Gowda K,Chest,1990,01-12-1990
33663280,Gender-based depression trajectories following heart disease onset: significant predictors and health outcomes,"Kong D, Lu P, Solomon P, Shelley M.",Kong D,Aging Ment Health,2022,05-03-2021
18378609,Cardiac sodium channel (SCN5A) variants associated with atrial fibrillation,"Darbar D, Kannankeril PJ, Donahue BS, Kucera G, Stubblefield T, Haines JL, George AL Jr, Roden DM.",Darbar D,Circulation,2008,02-04-2008
24262338,The role of ubiquitin ligases in cardiac disease,"Willis MS, Bevilacqua A, Pulinilkunnil T, Kienesberger P, Tannu M, Patterson C.",Willis MS,J Mol Cell Cardiol,2014,23-11-2013
31769438,From an innocent heart murmur to pulmonary arterial hypertension,"Betancourt-Montoya M, Corona-Villalobos C.",Betancourt-Montoya M,Bol Med Hosp Infant Mex,2019,27-11-2019
25746329,Global longitudinal strain is not impaired in type 1 diabetes patients without albuminuria: the Thousand & 1 study,"Jensen MT, Sogaard P, Andersen HU, Bech J, Fritz Hansen T, Biering-Sørensen T, Jørgensen PG, Galatius S, Madsen JK, Rossing P, Jensen JS.",Jensen MT,JACC Cardiovasc Imaging,2015,10-03-2015
11516073,"Association between blood levels of lead, blood pressure and risk of diabetes and heart disease in workers","Bener A, Obineche E, Gillett M, Pasha MA, Bishawi B.",Bener A,Int Arch Occup Environ Health,2001,23-08-2001
32067577,Value of Troponin Testing for Detection of Heart Disease in Previously Healthy Children,"Dionne A, Kheir JN, Sleeper LA, Esch JJ, Breitbart RE.",Dionne A,J Am Heart Assoc,2020,19-02-2020
8957388,Left atrial spontaneous echo contrast in asymptomatic patients with a mechanical valve prosthesis,"Lee TM, Chou NK, Su SF, Lin YJ, Chen MF, Liau CS, Lee YT, Chu SH.",Lee TM,Ann Thorac Surg,1996,01-12-1996
27002081,Changes in the Geographic Patterns of Heart Disease Mortality in the United States: 1973 to 2010,"Casper M, Kramer MR, Quick H, Schieb LJ, Vaughan AS, Greer S.",Casper M,Circulation,2016,23-03-2016
11138820,Is there harvesting in the association of airborne particles with daily deaths and hospital admissions?,Schwartz J.,Schwartz J,Epidemiology,2001,04-01-2001
34255300,Plausible Positive Effects of Statins in COVID-19 Patient,"Vitiello A, Ferrara F.",Vitiello A,Cardiovasc Toxicol,2021,13-07-2021
21731163,The potential role of honey and its polyphenols in preventing heart diseases: a review,"Khalil MI, Sulaiman SA.",Khalil MI,Afr J Tradit Complement Altern Med,2010,07-07-2011
37679906,Stressful life events and heart disease and stroke: A study among Portuguese older adults,"Quaresma A, Alves E, Fraga S, Henriques A.",Quaresma A,Stress Health,2024,08-09-2023
15575053,Catheter ablation for atrial fibrillation in congestive heart failure,"Hsu LF, Jaïs P, Sanders P, Garrigue S, Hocini M, Sacher F, Takahashi Y, Rotter M, Pasquié JL, Scavée C, Bordachar P, Clémenty J, Haïssaguerre M.",Hsu LF,N Engl J Med,2004,03-12-2004
7474318,[Assessment of ventriculoarterial coupling in humans by transesophageal echocardiography and radial artery pressure tracing],"Oshita S, Kaieda R, Funatsu N, Uchimoto R, Kawata R, Sakabe T.",Oshita S,Masui,1995,01-08-1995
18063156,Applying hypertension guidelines to reduce the burden of heart failure,Baliga RR.,Baliga RR,Cardiol Clin,2007,08-12-2007
28259843,Point-of-care cardiac ultrasound techniques in the physical examination: better at the bedside,Kimura BJ.,Kimura BJ,Heart,2017,06-03-2017
18405639,[Ryanodine receptor and heart disease],"Lacampagne A, Fauconnier J, Richard S.",Lacampagne A,Med Sci (Paris),2008,15-04-2008
38184560,Persistence of severe global inequalities in the burden of Hypertension Heart Disease from 1990 to 2019: findings from the global burden of disease study 2019,"Lu M, Li D, Hu Y, Zhang L, Li Y, Zhang Z, Li C.",Lu M,BMC Public Health,2024,06-01-2024
22308300,"Prognostic values of clockwise and counterclockwise rotation for cardiovascular mortality in Japanese subjects: a 24-year follow-up of the National Integrated Project for Prospective Observation of Noncommunicable Disease and Its Trends in the Aged, 1980-2004 (NIPPON DATA80)","Nakamura Y, Okamura T, Higashiyama A, Watanabe M, Kadota A, Ohkubo T, Miura K, Kasagi F, Kodama K, Okayama A, Ueshima H; NIPPON DATA80 Research Group.",Nakamura Y,Circulation,2012,07-02-2012
31130461,Lay Advisor Interventions in Rural Populations: A Systematic Review and Meta-analysis,"Patil SJ, Lewis M, Tallon EM, Wareg NK, Murray KS, Elliott SG, Stevermer JJ, Kruse RL, Mehr DR.",Patil SJ,Am J Prev Med,2019,28-05-2019
37079591,Longitudinal models for the progression of disease portfolios in a nationwide chronic heart disease population,"Holm NN, Frølich A, Andersen O, Juul-Larsen HG, Stockmarr A.",Holm NN,PLoS One,2023,20-04-2023
29515239,The associations of serum n-6 polyunsaturated fatty acids with serum C-reactive protein in men: the Kuopio Ischaemic Heart Disease Risk Factor Study,"Virtanen JK, Mursu J, Voutilainen S, Tuomainen TP.",Virtanen JK,Eur J Clin Nutr,2018,09-03-2018
836726,Relation between apex cardiogram and changes in left ventricular pressure and dimension,"Venco A, Gibson DG, Brown DJ.",Venco A,Br Heart J,1977,01-02-1977
38319925,Diagnosis of heart diseases: A fuzzy-logic-based approach,"Ali ML, Sadi MS, Goni MO.",Ali ML,PLoS One,2024,06-02-2024
29058952,Increased arterial stiffness in children with congenital heart disease,"Häcker AL, Reiner B, Oberhoffer R, Hager A, Ewert P, Müller J.",Häcker AL,Eur J Prev Cardiol,2018,24-10-2017
7591325,Radiofrequency catheter ablation of paroxysmal supraventricular tachycardia in patients with congenital heart disease,"Chiou CW, Chen SA, Chiang CE, Wu TJ, Tai CT, Lee SH, Cheng CC, Ueng KC, Chen CY, Wang SP, et al.",Chiou CW,Int J Cardiol,1995,30-06-1995
30455175,Grip strength predicts cardiac adverse events in patients with cardiac disorders: an individual patient pooled meta-analysis,"Pavasini R, Serenelli M, Celis-Morales CA, Gray SR, Izawa KP, Watanabe S, Colin-Ramirez E, Castillo-Martínez L, Izumiya Y, Hanatani S, Onoue Y, Tsujita K, Macdonald PS, Jha SR, Roger VL, Manemann SM, Sanchis J, Ruiz V, Bugani G, Tonet E, Ferrari R, Volpato S, Campo G.",Pavasini R,Heart,2019,21-11-2018
27997000,[Psychological evaluation and support in patients with left ventricular assist devices: preliminary data at 6-month follow-up],"Voltolini A, Minotti A, Verde A, Cipriani M, Garascia A, Turazza F, Macera F, Perna E, Russo CF, Fumagalli E, Frigerio M.",Voltolini A,G Ital Cardiol (Rome),2016,21-12-2016
28886041,Lower limb arterial calcification (LLAC) scores in patients with symptomatic peripheral arterial disease are associated with increased cardiac mortality and morbidity,"Chowdhury MM, Makris GC, Tarkin JM, Joshi FR, Hayes PD, Rudd JHF, Coughlin PA.",Chowdhury MM,PLoS One,2017,09-09-2017
3335446,Radiation induced heart disease in hypertensive rats,"Lauk S, Trott KR.",Lauk S,Int J Radiat Oncol Biol Phys,1988,01-01-1988
30371164,INCA (Peru) Study: Impact of Non-Invasive Cardiac Magnetic Resonance Assessment in the Developing World,"Menacho K, Ramirez S, Segura P, Nordin S, Abdel-Gadir A, Illatopa V, Bhuva A, Benedetti G, Boubertakh R, Abad P, Rodriguez B, Medina F, Treibel T, Westwood M, Fernandes J, Walker JM, Litt H, Moon JC.",Menacho K,J Am Heart Assoc,2018,30-10-2018
3785979,Contraction-band necrosis: patterns of distribution in the myocardium and their diagnostic usefulness in sudden cardiac death,"Armiger LC, Smeeton WM.",Armiger LC,Pathology,1986,01-07-1986
20937448,Patient self-management support: novel strategies in hypertension and heart disease,"Bosworth HB, Powers BJ, Oddone EZ.",Bosworth HB,Cardiol Clin,2010,13-10-2010
30833044,Clinical spectrum of previously undiagnosed pediatric cardiac disease,"Fisher JD, Bechtel RJ, Siddiqui KN, Nelson DG, Nezam A.",Fisher JD,Am J Emerg Med,2019,06-03-2019
15063288,Left ventricular-coronary sinus/right ventricular fistula late after mitral valve replacement,"López Almodóvar LF, Rufilanchas JJ, Enríquez F, Maroto L, Pérez de la Sota E, Cortina J.",López Almodóvar LF,Ann Thorac Surg,2004,06-04-2004
34564964,Double Outlet Right Ventricle: In-Depth Anatomic Review Using Three-Dimensional Cardiac CT Data,Goo HW.,Goo HW,Korean J Radiol,2021,26-09-2021
8045182,[Hemodynamic studies of pulmonary heart diseases and the effects of nifedipine],"Wu WQ, Rong ZS, Yang XQ.",Wu WQ,Zhonghua Nei Ke Za Zhi,1994,01-01-1994
35549930,Reduced risk of arterial thromboembolism in cats with pleural effusion due to congestive heart failure,"Busato F, Drigo M, Zoia A.",Busato F,J Feline Med Surg,2022,13-05-2022
32019633,Intraoperative echocardiographic coronary artery imaging in congenital and acquired heart disease,"Yim D, Mertens L, Honjo O, Nield LE.",Yim D,Cardiol Young,2020,06-02-2020
18947945,Inhaled NO in the experimental setting,"Porta NF, Steinhorn RH.",Porta NF,Early Hum Dev,2008,25-10-2008
7226480,Premature ventricular complexes in the absence of identifiable heart disease,"Kostis JB, McCrone K, Moreyra AE, Gotzoyannis S, Aglitz NM, Natarajan N, Kuo PT.",Kostis JB,Circulation,1981,01-06-1981
28314442,[Adult congenital heart disease: Medical and psychosocial issues],"Ladouceur M, Pontnau F, Iserin L.",Ladouceur M,Presse Med,2017,19-03-2017
12110030,Cardiovascular disease in pediatric chronic dialysis patients,"Chavers BM, Li S, Collins AJ, Herzog CA.",Chavers BM,Kidney Int,2002,12-07-2002
34134731,"Incidence of atrial fibrillation, ischaemic heart disease and heart failure in patients with diabetes","Groenewegen A, Zwartkruis VW, Cekic B, de Boer RA, Rienstra M, Hoes AW, Rutten FH, Hollander M.",Groenewegen A,Cardiovasc Diabetol,2021,17-06-2021
27816134,Anesthesia for Patients with Peripheral Vascular Disease and Cardiac Dysfunction,Neves SE.,Neves SE,Anesthesiol Clin,2016,07-11-2016
36380487,"Heart disease symptoms, cognitive functioning, health communication, treatment anxiety, and health-related quality of life in paediatric heart disease: a multiple mediator analysis","Varni JW, Uzark K.",Varni JW,Cardiol Young,2023,16-11-2022
25880315,One-stage surgical treatment for Cantrell syndrome without repairing the left ventricular diverticulum: a case report,"Yang Y, Jiang Z, Ding F.",Yang Y,Cardiol Young,2016,17-04-2015
484765,The psychological effects of differential treatment of a high risk sample in a randomized clinical trial,"Benfari RC, McIntyre K, Eaker E, Blumberg S, Paul O.",Benfari RC,Am J Public Health,1979,01-10-1979
38977333,[High-flow nasal oxygen versus conventional oxygen therapy during cesarean section under neuraxial anesthesia in pregnant women with heart disease: a randomized controlled trial],"Hu J, Zhang J.",Hu J,Nan Fang Yi Ke Da Xue Xue Bao,2024,08-07-2024
38359964,Haemodynamic phenotypes of pulmonary hypertension associated with left heart disease: a moving target,"Gerges C, Montani D, Humbert M, Lang IM.",Gerges C,Eur Respir J,2024,15-02-2024
2013171,"Heart disease in Asians and Pacific-Islanders, Hispanics, and Native Americans",Yu PN.,Yu PN,Circulation,1991,01-04-1991
8131766,Apical transgastric echocardiography: new imaging projections,"Voci P, Bilotta F, Agati L.",Voci P,Eur Heart J,1993,01-12-1993
23257897,Radiation-related mortality from heart disease and lung cancer more than 20 years after radiotherapy for breast cancer,"Henson KE, McGale P, Taylor C, Darby SC.",Henson KE,Br J Cancer,2013,22-12-2012
32391877,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,"Shi S, Qin M, Cai Y, Liu T, Shen B, Yang F, Cao S, Liu X, Xiang Y, Zhao Q, Huang H, Yang B, Huang C.",Shi S,Eur Heart J,2020,12-05-2020
9456232,Mechanical circulatory support for severe heart failure after operation,"Koyanagi H, Kitamura M, Aomi S, Hachida M, Nishida H, Endo M.",Koyanagi H,Artif Organs,1998,10-02-1998
21527746,Triglycerides and heart disease: still a hypothesis?,"Goldberg IJ, Eckel RH, McPherson R.",Goldberg IJ,Arterioscler Thromb Vasc Biol,2011,30-04-2011
25096009,[Inter-sectoral coordination of rehabilitation can reduce the number of dropouts from chronic heart disease courses],"Hansen VB, Haslev VP, Kring A, Buch MS.",Hansen VB,Ugeskr Laeger,2014,07-08-2014
1525811,Guidelines for the performance of outpatient catheterization and angiographic procedures,"Clark DA, Moscovich MD, Vetrovec GW, Wexler L.",Clark DA,Cathet Cardiovasc Diagn,1992,01-09-1992
18656094,Clinical value of exercise Doppler echocardiography in patients with cardiac-valvular disease,"Maréchaux S, Bellouin A, Polge AS, Richardson-Lobbedez M, Lubret R, Asseman P, Berrebi A, Chauvel C, Vanoverschelde JL, Nevière R, Jude B, Deklunder G, Le Jemtel TH, Ennezat PV.",Maréchaux S,Arch Cardiovasc Dis,2008,29-07-2008
2180290,Hypertension and cardiac disease in minorities,Francis CK.,Francis CK,Am J Med,1990,12-03-1990
38726914,Risk of Heart Disease in Patients With Amputation: A Nationwide Cohort Study in South Korea,"Choi HL, Yoo JE, Kim M, Kim B, Park J, Chang WH, Lee H, Han K, Shin DW.",Choi HL,J Am Heart Assoc,2024,10-05-2024
27892732,Recent advances in the management of pericardial diseases,"Celentani D, Di Cuia M, Imazio M, Gaita F.",Celentani D,Hosp Pract (1995),2016,29-11-2016
29526354,Heart Disease and Relaxin: New Actions for an Old Hormone,"Devarakonda T, Salloum FN.",Devarakonda T,Trends Endocrinol Metab,2018,13-03-2018
21056483,NT-pro-BNP for diagnostic and prognostic evaluation in patients hospitalized for syncope,"Pfister R, Hagemeister J, Esser S, Hellmich M, Erdmann E, Schneider CA.",Pfister R,Int J Cardiol,2012,09-11-2010
17311054,The effect of a 12-week low glycaemic index diet on heart disease risk factors and 24 h glycaemic response in healthy middle-aged volunteers at risk of heart disease: a pilot study,"Philippou E, McGowan BM, Brynes AE, Dornhorst A, Leeds AR, Frost GS.",Philippou E,Eur J Clin Nutr,2008,22-02-2007
30576276,"Transitions From Heart Disease to Cancer as the Leading Cause of Death in US States, 1999-2016","Harding MC, Sloan CD, Merrill RM, Harding TM, Thacker BJ, Thacker EL.",Harding MC,Prev Chronic Dis,2018,22-12-2018
29762841,Assessment of left ventricular systolic synchrony and cardiac function in patients with ischemic heart disease by echocardiography,"Qu HP, Dong PS, Song YJ, Wang HM.",Qu HP,Eur Rev Med Pharmacol Sci,2018,16-05-2018
36070120,Inhibition of cGAS in Paraventricular Nucleus Attenuates Hypertensive Heart Injury Via Regulating Microglial Autophagy,"Han C, Qian X, Ren X, Zhang S, Hu L, Li J, Huang Y, Huang R, Ooi K, Lin H, Xia C.",Han C,Mol Neurobiol,2022,07-09-2022
16617622,Association rule discovery with the train and test approach for heart disease prediction,Ordonez C.,Ordonez C,IEEE Trans Inf Technol Biomed,2006,19-04-2006
30649255,Burden and causes for hospitalizations following coronary artery bypass grafting: a nationwide cohort study†,"Butt JH, Olsen PS, Torp-Pedersen C, Gislason GH, Køber L, Fosbøl EL.",Butt JH,Eur J Cardiothorac Surg,2019,17-01-2019
923544,Cardiological problems in equine medicine,Littlewort MC.,Littlewort MC,Equine Vet J,1977,01-10-1977
17718658,Critical factors in case management: practical lessons from a cardiac case management program,"Stafford RS, Berra K.",Stafford RS,Dis Manag,2007,28-08-2007
27341741,Challenges to success in heart failure: Cardiac cell therapies in patients with heart diseases,"Oh H, Ito H, Sano S.",Oh H,J Cardiol,2016,26-06-2016
35961880,Timing of reintervention influences survival and resource utilization following first-stage palliation of single ventricle heart disease,"Sengupta A, Gauvreau K, Kaza A, Hoganson D, Del Nido PJ, Nathan M.",Sengupta A,J Thorac Cardiovasc Surg,2023,12-08-2022
17384831,Ventricular remodeling in right ventricular apical pacing,"Silva RT, Martinelli Filho M, de Oliveira JC, de Lima CE, Martins DG, Guirao CI, Nishióka SA, Costa R, Sosa EA, Ramires JA.",Silva RT,Arq Bras Cardiol,2007,27-03-2007
12395219,The heart in Anderson Fabry disease,"Kampmann C, Wiethoff CM, Perrot A, Beck M, Dietz R, Osterziel KJ.",Kampmann C,Z Kardiol,2002,24-10-2002
2161026,Molecular approaches to enteroviral diagnosis in idiopathic cardiomyopathy and myocarditis,"Tracy S, Wiegand V, McManus B, Gauntt C, Pallansch M, Beck M, Chapman N.",Tracy S,J Am Coll Cardiol,1990,01-06-1990
21640459,[Integration between cardiology and primary care: impact on clinical practice],"Falces C, Andrea R, Heras M, Vehí C, Sorribes M, Sanchis L, Cevallos J, Menacho I, Porcar S, Font D, Sabaté M, Brugada J.",Falces C,Rev Esp Cardiol,2011,07-06-2011
